DC_ID	DCC_ID
DC006406	DCC0545
DC006430	DCC0306
DC006430	DCC1524
DC006457	DCC0323
DC006457	DCC1390
DC006475	DCC0177
DC006475	DCC0236
DC006476	DCC0048
DC006476	DCC1546
DC006480	DCC0120
DC006480	DCC0189
DC006480	DCC0295
DC006495	DCC0179
DC006495	DCC1209
DC006509	DCC0329
DC006509	DCC0330
DC006524	DCC0348
DC006524	DCC1466
DC006553	DCC0015
DC006553	DCC0270
DC006554	DCC1478
DC006554	DCC1728
DC006569	DCC0290
DC006569	DCC0294
DC006572	DCC0144
DC006572	DCC0319
DC006577	DCC0128
DC006577	DCC0162
DC006577	DCC0189
DC006577	DCC0336
DC006623	DCC0120
DC006623	DCC0295
DC006623	DCC0325
DC006623	DCC1245
DC006625	DCC0023
DC006625	DCC0146
DC006625	DCC1347
DC006697	DCC0603
DC006697	DCC0834
DC006701	DCC0057
DC006701	DCC0333
DC006701	DCC1133
DC006725	DCC0123
DC006725	DCC0156
DC006725	DCC1454
DC006725	DCC1468
DC006726	DCC0245
DC006726	DCC0323
DC006726	DCC0652
DC006727	DCC0259
DC006727	DCC0620
DC006742	DCC0057
DC006742	DCC0333
DC006742	DCC1690
DC006745	DCC0165
DC006745	DCC1574
DC006753	DCC0099
DC006753	DCC0216
DC006759	DCC0096
DC006759	DCC0295
DC006759	DCC0329
DC006767	DCC0150
DC002949	DCC0787
DC002949	DCC1417
DC002951	DCC0177
DC002951	DCC1498
DC002953	DCC0023
DC002953	DCC0464
DC002953	DCC1347
DC002973	DCC0045
DC002973	DCC0225
DC002973	DCC0494
DC002973	DCC1489
DC002977	DCC0008
DC002977	DCC0123
DC002977	DCC0245
DC002977	DCC0259
DC002977	DCC0329
DC002983	DCC0117
DC002983	DCC0128
DC002983	DCC1165
DC002985	DCC0218
DC002985	DCC0223
DC002985	DCC1161
DC003000	DCC0256
DC003000	DCC0629
DC003011	DCC0094
DC003011	DCC0123
DC003011	DCC0259
DC003011	DCC0323
DC003030	DCC0179
DC003030	DCC1280
DC003030	DCC1368
DC003031	DCC1390
DC003031	DCC1666
DC003038	DCC0204
DC003038	DCC0246
DC003043	DCC0139
DC003043	DCC0255
DC003052	DCC0075
DC003052	DCC1545
DC003062	DCC0080
DC003062	DCC1112
DC003066	DCC0085
DC003066	DCC0174
DC003074	DCC0174
DC003074	DCC1381
DC003082	DCC0006
DC003082	DCC0123
DC003082	DCC0191
DC003082	DCC1162
DC003089	DCC0218
DC003089	DCC0223
DC003100	DCC0769
DC003100	DCC0912
DC003100	DCC1493
DC003110	DCC0100
DC003110	DCC1207
DC003117	DCC1363
DC003117	DCC1577
DC003117	DCC1589
DC003124	DCC0045
DC003124	DCC0179
DC003124	DCC0802
DC003129	DCC0278
DC003129	DCC1471
DC003132	DCC0103
DC003132	DCC0123
DC003132	DCC0278
DC003132	DCC1162
DC003139	DCC0131
DC003139	DCC0218
DC003148	DCC0348
DC003148	DCC1390
DC003152	DCC0023
DC003152	DCC0146
DC003152	DCC0339
DC003152	DCC0464
DC003156	DCC0177
DC003156	DCC1367
DC003156	DCC1515
DC003176	DCC0009
DC003176	DCC0917
DC003176	DCC1121
DC003185	DCC0450
DC003185	DCC1587
DC003186	DCC0094
DC003186	DCC0323
DC003191	DCC0173
DC003191	DCC0218
DC003191	DCC0223
DC003200	DCC0216
DC003200	DCC1560
DC003211	DCC0157
DC003211	DCC1191
DC003215	DCC0250
DC003215	DCC0276
DC003215	DCC0290
DC003251	DCC1242
DC003251	DCC1314
DC003252	DCC0075
DC003252	DCC0214
DC003262	DCC0001
DC003262	DCC0067
DC003262	DCC0117
DC003269	DCC0057
DC003269	DCC0741
DC003269	DCC1133
DC003276	DCC0156
DC003276	DCC0277
DC003290	DCC0080
DC003290	DCC1182
DC003294	DCC0203
DC003294	DCC1126
DC003294	DCC1165
DC003295	DCC0171
DC003295	DCC1542
DC003295	DCC1686
DC003304	DCC0026
DC003304	DCC1035
DC003321	DCC0123
DC003321	DCC0126
DC003321	DCC0156
DC003321	DCC0259
DC003321	DCC1084
DC003324	DCC0012
DC003324	DCC0094
DC003324	DCC0245
DC003325	DCC0117
DC003325	DCC0158
DC003331	DCC0156
DC003331	DCC0304
DC003335	DCC0008
DC003335	DCC1681
DC003345	DCC0023
DC003345	DCC0339
DC003345	DCC1493
DC003351	DCC0270
DC003351	DCC0315
DC003362	DCC0216
DC003362	DCC1468
DC003363	DCC0008
DC003363	DCC0323
DC003363	DCC0332
DC003375	DCC0179
DC003375	DCC0802
DC003375	DCC1489
DC007170	DCC0083
DC007170	DCC0893
DC007171	DCC0252
DC007171	DCC1241
DC007172	DCC1188
DC007172	DCC1258
DC007173	DCC0057
DC007173	DCC0885
DC007174	DCC0252
DC007174	DCC1301
DC007175	DCC0106
DC007175	DCC0314
DC007176	DCC0116
DC007176	DCC0232
DC007177	DCC0040
DC007177	DCC0044
DC007178	DCC0252
DC007178	DCC0343
DC007178	DCC0608
DC007179	DCC0070
DC007179	DCC0252
DC007180	DCC0881
DC007180	DCC1097
DC007181	DCC0040
DC007181	DCC0325
DC007182	DCC0037
DC007182	DCC1199
DC007183	DCC0797
DC007183	DCC1742
DC007185	DCC0552
DC007185	DCC0665
DC007186	DCC0045
DC007186	DCC0225
DC007186	DCC1727
DC007187	DCC0237
DC007187	DCC0282
DC007188	DCC1486
DC007188	DCC1662
DC007189	DCC0184
DC007189	DCC0195
DC007191	DCC1704
DC007191	DCC1834
DC007193	DCC0083
DC007193	DCC0272
DC007195	DCC0031
DC007195	DCC0240
DC007196	DCC0021
DC007196	DCC0160
DC007196	DCC0240
DC007197	DCC0240
DC007197	DCC0243
DC007198	DCC0163
DC007198	DCC0240
DC007199	DCC0240
DC007199	DCC1191
DC007200	DCC0160
DC007200	DCC0240
DC007201	DCC0135
DC007201	DCC1819
DC007202	DCC0135
DC007202	DCC1822
DC007203	DCC0135
DC007203	DCC1284
DC007204	DCC0214
DC007204	DCC1810
DC007205	DCC0139
DC007205	DCC1459
DC007206	DCC0024
DC007206	DCC1857
DC007208	DCC0040
DC007208	DCC0151
DC007208	DCC0193
DC007208	DCC0257
DC007212	DCC0047
DC007212	DCC1811
DC007213	DCC1491
DC007213	DCC1811
DC007214	DCC0187
DC007214	DCC0235
DC007214	DCC1010
DC007215	DCC0051
DC007215	DCC1812
DC007216	DCC0237
DC007216	DCC1579
DC007216	DCC1705
DC007217	DCC1425
DC007217	DCC1705
DC007218	DCC0863
DC007218	DCC1577
DC007218	DCC1840
DC007219	DCC0040
DC007219	DCC0319
DC007220	DCC1813
DC007220	DCC1817
DC007220	DCC1827
DC007221	DCC0184
DC007221	DCC1813
DC007222	DCC0184
DC007222	DCC0193
DC007222	DCC1813
DC007223	DCC0193
DC007223	DCC1813
DC007224	DCC0216
DC007224	DCC1813
DC007225	DCC0101
DC007225	DCC1824
DC007226	DCC0224
DC007226	DCC1833
DC007227	DCC1814
DC007227	DCC1852
DC007228	DCC0214
DC007228	DCC0243
DC007228	DCC0298
DC007229	DCC0075
DC007229	DCC0282
DC007229	DCC0298
DC007230	DCC0298
DC007230	DCC1845
DC007231	DCC0051
DC007231	DCC0298
DC007232	DCC0047
DC007232	DCC0136
DC007233	DCC0036
DC007233	DCC0047
DC007234	DCC0047
DC007234	DCC1852
DC007235	DCC0159
DC007235	DCC0368
DC007236	DCC1815
DC007236	DCC1851
DC007237	DCC0260
DC007237	DCC1816
DC007238	DCC1816
DC007238	DCC1838
DC007239	DCC0257
DC007239	DCC0325
DC007240	DCC0193
DC007240	DCC0257
DC007240	DCC0325
DC007242	DCC0040
DC007242	DCC0296
DC007242	DCC1820
DC007243	DCC0064
DC007243	DCC0137
DC007245	DCC0196
DC007245	DCC0289
DC007246	DCC0214
DC007246	DCC0289
DC007247	DCC0204
DC007247	DCC1282
DC001002	DCC0091
DC001002	DCC0235
DC001002	DCC0547
DC001016	DCC0057
DC001016	DCC0286
DC001016	DCC0303
DC001016	DCC0333
DC001017	DCC0001
DC001017	DCC0329
DC001019	DCC0045
DC001019	DCC0114
DC001019	DCC0225
DC001019	DCC1489
DC001030	DCC0128
DC001030	DCC0162
DC001041	DCC0047
DC001041	DCC0142
DC001044	DCC0123
DC001044	DCC0126
DC001044	DCC0156
DC001044	DCC0259
DC001044	DCC0278
DC001044	DCC0325
DC001046	DCC1117
DC001046	DCC1137
DC001054	DCC0012
DC001054	DCC0295
DC001057	DCC0001
DC001057	DCC0120
DC001057	DCC0128
DC001057	DCC0162
DC001058	DCC0045
DC001058	DCC0114
DC001058	DCC0225
DC001058	DCC0351
DC001070	DCC0008
DC001070	DCC0329
DC001072	DCC0009
DC001072	DCC0016
DC001072	DCC0628
DC001074	DCC1140
DC001074	DCC1454
DC001077	DCC0131
DC001077	DCC1399
DC001077	DCC1601
DC001080	DCC0057
DC001080	DCC1560
DC001086	DCC0114
DC001086	DCC0179
DC001086	DCC0281
DC001086	DCC1489
DC001087	DCC0325
DC001087	DCC1122
DC001090	DCC0030
DC001090	DCC0111
DC001090	DCC0114
DC001090	DCC0228
DC001090	DCC0351
DC001093	DCC0156
DC001093	DCC0329
DC001093	DCC0330
DC001095	DCC0012
DC001095	DCC0123
DC001095	DCC0259
DC001095	DCC0295
DC001095	DCC0329
DC001097	DCC0099
DC001097	DCC0139
DC001097	DCC0239
DC001100	DCC0156
DC001100	DCC0218
DC001100	DCC1477
DC001130	DCC0011
DC001130	DCC0156
DC001130	DCC0173
DC001156	DCC0001
DC001156	DCC0117
DC001156	DCC0128
DC001156	DCC0245
DC001170	DCC0145
DC001170	DCC0247
DC001172	DCC0012
DC001172	DCC0120
DC001172	DCC0128
DC001172	DCC0162
DC001178	DCC0009
DC001178	DCC0123
DC001178	DCC0288
DC001178	DCC0640
DC001180	DCC1204
DC001180	DCC1595
DC001187	DCC0164
DC001187	DCC0314
DC001201	DCC0278
DC001201	DCC0288
DC001201	DCC1471
DC001222	DCC0044
DC001222	DCC0166
DC001222	DCC0204
DC001228	DCC0009
DC001228	DCC0123
DC001228	DCC0288
DC001236	DCC0186
DC001236	DCC0308
DC001240	DCC1361
DC001240	DCC1595
DC001246	DCC0030
DC001246	DCC0111
DC001246	DCC0179
DC001261	DCC0016
DC001261	DCC0334
DC001264	DCC0179
DC001264	DCC1368
DC001268	DCC0022
DC001268	DCC1407
DC001275	DCC0014
DC001275	DCC0260
DC001275	DCC0331
DC001296	DCC1108
DC001296	DCC1381
DC001309	DCC0738
DC001309	DCC1584
DC001326	DCC0106
DC001326	DCC0164
DC001328	DCC0079
DC001328	DCC0128
DC001330	DCC0329
DC001330	DCC0853
DC001340	DCC0094
DC001340	DCC1688
DC001351	DCC1218
DC001351	DCC1376
DC001351	DCC1541
DC001357	DCC0325
DC001357	DCC1262
DC001357	DCC1351
DC001365	DCC0329
DC001365	DCC0770
DC001367	DCC0016
DC001367	DCC0259
DC003898	DCC0117
DC003898	DCC0126
DC003898	DCC0259
DC003898	DCC0311
DC003926	DCC0120
DC003926	DCC0403
DC003926	DCC0416
DC003926	DCC0439
DC003936	DCC0057
DC003936	DCC0811
DC003936	DCC1743
DC003937	DCC1133
DC003937	DCC1569
DC003938	DCC0329
DC003938	DCC1736
DC003954	DCC0103
DC003954	DCC0259
DC003954	DCC0325
DC003957	DCC0156
DC003957	DCC1707
DC003959	DCC0105
DC003959	DCC1594
DC003961	DCC0079
DC003961	DCC0403
DC003961	DCC1624
DC003973	DCC0111
DC003973	DCC0114
DC003973	DCC0228
DC003973	DCC0351
DC003991	DCC0157
DC003991	DCC0250
DC003991	DCC0290
DC003997	DCC0056
DC003997	DCC0062
DC003997	DCC0150
DC003997	DCC0179
DC003997	DCC0242
DC003997	DCC0280
DC004000	DCC0059
DC004000	DCC1218
DC004000	DCC1376
DC004000	DCC1541
DC004000	DCC1546
DC004002	DCC1345
DC004002	DCC1524
DC004005	DCC0887
DC004005	DCC1133
DC004024	DCC0810
DC004024	DCC1503
DC004025	DCC0082
DC004025	DCC1136
DC004030	DCC0173
DC004030	DCC0218
DC004030	DCC1149
DC004030	DCC1693
DC004047	DCC0057
DC004047	DCC1444
DC004053	DCC0030
DC004053	DCC0111
DC004053	DCC0228
DC004057	DCC0009
DC004057	DCC0259
DC004057	DCC1234
DC004057	DCC1321
DC004057	DCC1417
DC004060	DCC0023
DC004060	DCC0339
DC004060	DCC0464
DC004079	DCC0002
DC004079	DCC0203
DC004079	DCC1060
DC004097	DCC0002
DC004097	DCC0203
DC004097	DCC1658
DC004100	DCC0318
DC004100	DCC0319
DC004109	DCC0464
DC004109	DCC0927
DC004112	DCC0194
DC004112	DCC0552
DC004112	DCC1267
DC004136	DCC0120
DC004136	DCC0329
DC004136	DCC1657
DC004137	DCC0061
DC004137	DCC0235
DC004137	DCC0285
DC004137	DCC0318
DC004149	DCC1465
DC004149	DCC1481
DC004156	DCC0218
DC004156	DCC0917
DC004164	DCC0191
DC004164	DCC0245
DC004166	DCC0245
DC004166	DCC0532
DC004170	DCC0134
DC004170	DCC0169
DC004178	DCC0256
DC004178	DCC0386
DC004178	DCC1357
DC004187	DCC0059
DC004187	DCC1218
DC004187	DCC1541
DC004193	DCC0009
DC004193	DCC0156
DC004198	DCC0875
DC004198	DCC1338
DC004205	DCC0111
DC004205	DCC0150
DC004205	DCC0228
DC004250	DCC0009
DC004250	DCC0156
DC004250	DCC0173
DC004250	DCC1454
DC004263	DCC0247
DC004263	DCC1390
DC004288	DCC0023
DC004288	DCC0146
DC004288	DCC0339
DC004289	DCC0315
DC004289	DCC0331
DC004307	DCC0321
DC004307	DCC1422
DC004309	DCC0294
DC004309	DCC1542
DC004310	DCC0101
DC004310	DCC0303
DC004310	DCC1207
DC004318	DCC0044
DC004318	DCC1247
DC004327	DCC0002
DC004327	DCC0203
DC004327	DCC0979
DC004329	DCC0091
DC004329	DCC0235
DC004345	DCC0103
DC004345	DCC0156
DC004345	DCC0240
DC004971	DCC0030
DC004971	DCC0056
DC004971	DCC0150
DC004971	DCC0242
DC004971	DCC0280
DC004972	DCC0938
DC004972	DCC1781
DC004974	DCC0011
DC004974	DCC1161
DC004980	DCC0123
DC004980	DCC0216
DC004989	DCC0079
DC004989	DCC0259
DC004991	DCC0235
DC004991	DCC0319
DC004999	DCC0239
DC004999	DCC0738
DC005005	DCC0361
DC005005	DCC1138
DC005005	DCC1443
DC005012	DCC0303
DC005012	DCC1680
DC005042	DCC1523
DC005042	DCC1679
DC005043	DCC1182
DC005043	DCC1705
DC005046	DCC1273
DC005046	DCC1593
DC005062	DCC0048
DC005062	DCC0334
DC005093	DCC0009
DC005093	DCC0325
DC005096	DCC0002
DC005096	DCC0203
DC005096	DCC1524
DC005116	DCC1450
DC005116	DCC1539
DC005134	DCC0271
DC005134	DCC0956
DC005141	DCC0048
DC005141	DCC0245
DC005141	DCC1443
DC005159	DCC0137
DC005159	DCC0198
DC005160	DCC0131
DC005160	DCC1143
DC005184	DCC0073
DC005184	DCC0260
DC005208	DCC0180
DC005208	DCC0834
DC005210	DCC0166
DC005210	DCC0990
DC005210	DCC1259
DC005210	DCC1412
DC005220	DCC1046
DC005220	DCC1755
DC005246	DCC0139
DC005246	DCC0318
DC005250	DCC0306
DC005250	DCC1207
DC005250	DCC1498
DC005258	DCC0114
DC005258	DCC1445
DC005259	DCC0008
DC005259	DCC0329
DC005259	DCC1681
DC005263	DCC0011
DC005263	DCC0173
DC005263	DCC0216
DC005268	DCC0117
DC005268	DCC0148
DC005268	DCC0295
DC005284	DCC1488
DC005284	DCC1498
DC005288	DCC0793
DC005288	DCC0907
DC005294	DCC0060
DC005294	DCC0169
DC005314	DCC0001
DC005314	DCC0120
DC005314	DCC0329
DC005319	DCC0295
DC005319	DCC0634
DC005322	DCC0139
DC005322	DCC0969
DC005323	DCC0296
DC005323	DCC1046
DC005333	DCC0073
DC005333	DCC0142
DC005333	DCC0157
DC005333	DCC0247
DC005336	DCC0009
DC005336	DCC0123
DC005336	DCC0126
DC005336	DCC0156
DC005339	DCC0057
DC005339	DCC1505
DC005350	DCC0001
DC005350	DCC1535
DC005353	DCC0027
DC005353	DCC0057
DC005353	DCC0082
DC005353	DCC1124
DC005362	DCC0306
DC005362	DCC1524
DC005385	DCC0118
DC005385	DCC1330
DC005389	DCC0335
DC005389	DCC1479
DC005396	DCC0073
DC005396	DCC0169
DC005400	DCC0235
DC005400	DCC0285
DC005400	DCC0318
DC005404	DCC0011
DC005404	DCC1143
DC005412	DCC0022
DC005412	DCC1356
DC005412	DCC1395
DC005412	DCC1501
DC005421	DCC0304
DC005421	DCC1110
DC005449	DCC1124
DC005449	DCC1560
DC005450	DCC0030
DC005450	DCC0161
DC005450	DCC0179
DC005450	DCC1200
DC005463	DCC0156
DC005463	DCC0241
DC005463	DCC1351
DC005467	DCC0057
